id,lga_id,ward_name
7752,682,Anyu
7753,682,Emughan II
7754,682,Emughan I
7755,682,Akani
7756,682,Emago-Kugbo
7757,682,Agada
7758,682,Emelego
7759,682,Okpeden
7760,682,Otapha
7761,682,Abua IV
7762,682,Abua III
7763,682,Abua II
7764,682,Abua I
7765,683,Uppata V
7766,683,Uppata IV
7767,683,Uppata VI
7768,683,Uppata II
7769,683,Uppata I
7770,683,Akoh III
7771,683,Akoh II
7772,683,Uppata III
7773,683,Ahoada IV
7774,683,Akoh I
7775,683,Ahoada II
7776,683,Ahoada I
7777,683,Ahoada III
7778,684,Ubie III
7779,684,Igbuduya IV
7780,684,Ubie I
7781,684,Joinkrama
7782,684,Ubie II
7783,684,Ubie IV
7784,684,Igbuduya II
7785,684,Igbuduya I
7786,684,Ediro I
7787,684,Ediro II
7788,684,Igbuduya III
7789,684,Okarki
7790,685,Kula  I
7791,685,North/South Group
7792,685,Kula II
7793,685,Jack II
7794,685,Jack I
7795,685,Briggs I
7796,685,Briggs II
7797,685,Briggs III
7798,685,Alise Group
7799,685,Obonoma
7800,685,Manuel II
7801,685,Manuel I
7802,685,Jack III
7803,685,Georgewill II
7804,685,Georgewill I
7805,685,Manuel III
7806,685,Georgwill III
7807,686,Ikuru Town
7808,686,Ekede
7809,686,Ngo Town
7810,686,Agwut-Obolo
7811,686,Ataba II
7812,686,Ataba I
7813,686,Unyen Gala
7814,686,Asarama
7815,686,Samanga
7816,686,Unyeada II
7817,686,Unyeada I
7818,687,Buguma South East
7819,687,Buguma South
7820,687,West Cental Group
7821,687,Isia Group I
7822,687,Buguma West
7823,687,Buguma East I
7824,687,Buguma South  West
7825,687,Buguma East II
7826,687,Buguma North East
7827,687,Buguma North  West II
7828,687,Buguma North West I
7829,687,Isia Group II
7830,687,Buguma East West
7831,688,Ward V Finima
7832,688,Ward VI Abalamabie
7833,688,Ward VII Dema Abbey
7834,688,Ward IX Nanabie
7835,688,Ward III Dan Jumbo/ Beresiri
7836,688,Ward X Oloma Ayaminima
7837,688,Ward IV New Layout
7838,688,Ward III Orosiriri
7839,688,Ward II Court/ Ada Allison
7840,688,Ward I Oro-Igwe
7841,688,Ward XI Peterside
7842,688,Ward XII Kalaibiama
7843,689,Obuama
7844,689,Degema III
7845,689,Degema II
7846,689,Degema I
7847,689,Bille
7848,689,Ke/Old Bakana
7849,689,Tomble I
7850,689,Tomble II
7851,689,Tomble III
7852,689,Tomble IV
7853,689,Bukuma
7854,689,Bakana IV
7855,689,Bakana V
7856,689,Bakana I
7857,689,Bakana II
7858,689,Bakana III
7859,689,Bakana VI
7860,690,Eteo
7861,690,Akpajo
7862,690,Aleto
7863,690,Alesa
7864,690,Agbonchia
7865,690,Alode
7866,690,Ogale
7867,690,Ebubu
7868,690,Ekporo
7869,690,Onne
7870,691,Ubimini
7871,691,Egbeda
7872,691,Omudioga/ Akpadu
7873,691,Elele Alimini
7874,691,Emohua  II
7875,691,Ogbakiri  II
7876,691,Ogbakiri  I
7877,691,Odegu  II
7878,691,Rumuekpe
7879,691,Rundele
7880,691,Obelle
7881,691,Odegu  I
7882,691,Ibaa
7883,692,Igbodo
7884,692,Ndashi
7885,692,Okehi
7886,692,Obite
7887,692,Mba
7888,692,Egbu
7889,692,Akpoku/Umuoye
7890,692,Owu
7891,692,Ozuzu
7892,692,Odufor
7893,692,Obibi/Akwukabi
7894,692,Afara
7895,692,Nihi
7896,692,Igbo II
7897,692,Egwi/Opiro
7898,692,Igbo III
7899,692,Igbo I
7900,692,Ulakwo
7901,692,Akwa/Odogwa
7902,693,Yeghe I
7903,693,Yeghe II
7904,693,Derken/Deeyor/Nweribiara
7905,693,Nweol/Gioko/Barako
7906,693,Biara II
7907,693,Biara I
7908,693,Bera
7909,693,B-Dere
7910,693,K-Dere I
7911,693,Bodo III
7912,693,Bodo I
7913,693,Bodo II
7914,693,Mogho
7915,693,Kpor/Lewe/Gbe
7916,693,Bomu I
7917,693,Bomu II
7918,693,K-Dere II
7919,694,Omerelu
7920,694,Apani
7921,694,Ubima
7922,694,Omademe/Ipo
7923,694,Igwuruta
7924,694,Ozuaha
7925,694,Umuanwa
7926,694,Elele II
7927,694,Isiokpo I
7928,694,Elele I
7929,694,Isiokpo II
7930,694,Omagwa
7931,694,Aluu
7932,695,Kono/Kwawa
7933,695,Bane
7934,695,Baen/Kpean/Duburo
7935,695,Opuoko/Kalaoko
7936,695,Bargha
7937,695,Lorre/Luebe/Kpaa
7938,695,Okwali
7939,695,Llueku/Nyokuru
7940,695,Sogho
7941,695,Kaani
7942,695,Bori
7943,695,Uegwere
7944,695,Boue
7945,695,Gwara/Kaa/Eeken
7946,695,Zaakpori
7947,695,Taabaa
7948,695,Sii/Betem/Kbaabbe
7949,695,Beeri
7950,695,Wiiyaa Kara
7951,696,Rukpoku
7952,696,Rumuolumeni
7953,696,Rumueme (7A)
7954,696,Rumukwuta (8B)
7955,696,Rumueme (7C)
7956,696,Rumueme (7B)
7957,696,Rumuigbo (8A)
7958,696,Rumuokoro
7959,696,Rumuodomaya (3A)
7960,696,Choba
7961,696,Ozuoba/Ogbogoro
7962,696,Oro-Igwe
7963,696,Rumuodara
7964,696,Rumuomasi
7965,696,Rumuokwu (2B)
7966,696,Worji
7967,696,Elelenwo (3B)
7968,697,Ndoni III
7969,697,Usomini South Kreigani
7970,697,Egi II
7971,697,Egi III (Erema)
7972,697,Egi I
7973,697,Egi IV
7974,697,Igburu
7975,697,Egbema II
7976,697,Omoku Town IV (Usomini)
7977,697,Omuku Town (Obieti)
7978,697,Omoku Town V
7979,697,Egbema I
7980,697,Ndoni I
7981,697,Ndoni II
7982,697,Omoku Town V
7983,697,Omoku Town II
7984,697,Omoku Town I
7985,698,Ogu I
7986,698,Ogu II
7987,698,Ogu III
7988,698,Ogu IV
7989,698,Ogu V
7990,698,Bolo I
7991,698,Bolo II
7992,698,Bolo III
7993,698,Bolo IV
7994,698,Wakama
7995,698,Ele
7996,698,Ogu VI
7997,699,Ogoloma II
7998,699,Ogoloma I
7999,699,Okrika IV
8000,699,Okrika III
8001,699,Okrika II
8002,699,Okrika I
8003,699,Okrika V
8004,699,Ogan
8005,699,Kalio
8006,699,Ogoloma III
8007,699,Okrika VII
8008,699,Okrika VI
8009,700,Ofeh Community
8010,700,Oyoro
8011,700,Obiohia Community
8012,700,Ohimogho Community
8013,700,Ariraniiri/Owu-Ahia Community
8014,700,Eberi-Dikeomuuo Community
8015,700,Umuajuloke Community
8016,700,Obibi/Ajuloke Community
8017,700,Umuogba I Community
8018,700,Umuogba II Community
8019,702,Obete
8020,702,Azuogu
8021,702,Umuagbai
8022,702,Obeakpu
8023,702,Egburu
8024,702,Okoloma
8025,702,Asa
8026,702,Komkom
8027,702,Oyigbo central
8028,702,Oyigba west
8029,704,Ward X (Ban-Ogoi)
8030,704,Ward III (Korokoro)
8031,704,Ward II (Kpite)
8032,704,Ward IV Koroma/Horo
8033,704,Bubu/Bara/Kani
8034,704,Ward I (Botem/Gbeneo)
8035,704,Ward VI (Gio/Kporghor/Gbam)
8036,704,Ward V (Kira/Borobara)
8037,704,Ward VII (Nonwa)
8038,704,Oyigbo West
8039,701,Queens Town Kalama
8040,701,Nkoro I
8041,701,Nkoro II
8042,701,Nkoro III
8043,701,Kalaibiama I
8044,701,Kalaibiama II
8045,701,Diepiri
8046,701,Ukonu
8047,701,Dappaye Ama-Kiri II
8048,701,Jaja
8049,701,Dappaye Ama-Kiri I
8050,703,Nkpolu Oroworukwo Two
8051,703,Abuloma/Amadi-Ama
8052,703,Port Harcourt VII
8053,703,Port Harcourt Township VI
8054,703,Port Harcourt Township
8055,703,Elekahia
8056,703,Rumuwoji (One)
8057,703,Ogbunabali
8058,703,Oroabali
8059,703,Orogbum
8060,703,Oroworukwo
8061,703,Ochiri/Rumukalagbor
8062,703,Oromineke/Ezimgbu
8063,703,Diobu
8064,703,Mgbundukwu (Two)
8065,703,Rumuwoji (Two)
8066,703,Rumuwoji (Three)
8067,703,Mgbundukwu (One)
8068,703,Nkpolu Oroworukwo
8069,703,Rumuobiekwe Ward
8070,691,Emohua I
8071,705,Bingaje
8072,705,Kilgori
8073,705,Birniruwa
8074,705,Fakka
8075,705,Yabo 'B'
8076,705,Ruggar Iya
8077,705,Binji
8078,705,Torankawa
8079,705,Bakale
8080,705,Yabo 'A'
8081,706,Bangi/Dabaga
8082,706,Badau/Darhela
8083,706,Sifawa/Lukuyawa
8084,706,Danchadi
8085,706,Bodinga/Tauma
8086,706,Kwacciyar Lalle
8087,706,Bagarawa
8088,706,Takatuku/Madorawa
8089,706,Tulluwa/Kulafasa
8090,706,Dingyadi/Badawa
8091,706,Mazan Gari/Jirga Miyo
8092,707,Wababe/Salau
8093,707,Giere/Gajara
8094,707,Ruggar Gidado
8095,707,Rikina
8096,707,Tuntube/Tsehe
8097,707,Shuni
8098,707,Rudu/Amanawa
8099,707,Tsafanade
8100,707,Fajaldu
8101,707,Dange
8102,707,Bodai/Jurga
8103,708,Kyadawa/Holai
8104,708,Kadassaka
8105,708,Gada
8106,708,Kiri
8107,708,Kwarma
8108,708,Kaffe
8109,708,Kaddi
8110,708,Dukamaje/Ilah
8111,708,Tsitse
8112,708,Gilbadi
8113,708,Kadadin Buda (Kaddi)
8114,709,S/gari Dole/Dan/Tasakko
8115,709,Rimawa
8116,709,Takakume
8117,709,Shinaka
8118,709,Kwakwazo
8119,709,Birjingo
8120,709,Goronyo
8121,709,Kojiyo
8122,709,Giyawa
8123,709,Boyeka I
8124,709,Kagara
8125,710,Maraken Bori
8126,710,Balle
8127,710,Karfen Sarki
8128,710,Karfen Chana
8129,710,Chilas/Makuya
8130,710,Bachaka
8131,710,Kurdula
8132,710,Awulkiti
8133,710,Gwazange/Boto
8134,710,Tulun Doya
8135,711,Asara  Arewa
8136,711,Gigane
8137,711,Atakwanyo
8138,711,Gwadabawa
8139,711,Asara Kudu
8140,711,Salame
8141,711,Mammande
8142,711,Huchi
8143,711,Chimola Arewa
8144,711,Chimmola/Kudu
8145,711,Gidan Kaya
8146,712,Kalmalo
8147,712,Illela
8148,712,Damba
8149,712,G/ Katta
8150,712,R. Gati
8151,712,Araba
8152,712,Tozai
8153,712,Garu
8154,712,Darna/ Sabon Gari
8155,712,Darne/ Tsolawo
8156,712,G/ Hamma
8157,713,Yanfako
8158,713,Gebe 'A'
8159,713,Gebe 'B'
8160,713,Tozai
8161,713,Bargaja
8162,713,Isa North
8163,713,Isa South
8164,713,Turba
8165,713,Tsabren Sarkin Darai
8166,713,Tidibale
8167,714,Margai - A
8168,714,Margai - B
8169,714,Girkau
8170,714,Kebbe East
8171,714,Kebbe West
8172,714,Ungushi
8173,714,Sangi
8174,714,uchi
8175,714,Nasagudu
8176,714,Fakku
8177,715,Tsaki/ Walake'e
8178,715,Durbawa
8179,715,G. Rugga
8180,715,G/ Modibbo/ G. Akwara
8181,715,H/ Ali/ Marabawa
8182,715,Kware
8183,715,S/Birni/ G. Karma
8184,715,Bankanu/ R. Kade
8185,715,Basansan
8186,715,Tunga/ Mallamawa
8187,715,Kabanga
8188,716,Gawakuke
8189,716,Tursa
8190,716,Rabah
8191,716,Riji/Maikujera
8192,716,Gwaddodi/Gidan Bu Wai
8193,716,Rara
8194,716,Kurya
8195,716,Gandi 'A'
8196,716,Gandi 'B'
8197,716,Tsamiya
8198,716,Yar Tsakuwa
8199,717,Tsamaye
8200,717,Unguwar Lalle
8201,717,Lajinge
8202,717,Makuwana
8203,717,Kurawa
8204,717,S/birni East
8205,717,Gatawa
8206,717,S/birni West
8207,717,Kalgo
8208,717,Gangara
8209,717,Tara
8210,718,Mandera
8211,718,Sanyinnawal
8212,718,Kajiji
8213,718,Shagari
8214,718,Jaredi
8215,718,Gangam
8216,718,Dandin Mahe
8217,718,Lambara
8218,718,Kambama
8219,718,Horo Birni
8220,719,Gande West
8221,719,Gande East
8222,719,Katami South
8223,719,Katami North
8224,719,Labani
8225,719,Marafa West
8226,719,Marafa East
8227,719,Kubodu North
8228,719,Kubodu South
8229,719,Silame
8230,720,S/Adar Gandu
8231,720,S/Adar/G/Igwai
8232,720,Magajin gari B
8233,720,Magajin Rafi 'B'
8234,720,S/Musulmi 'B'
8235,720,S/Musulmi 'A'
8236,720,Magajin Rafi 'A'
8237,720,Magajin Gari 'A'
8238,720,Waziri 'B'
8239,720,Waziri 'C'
8240,720,Waziri 'A'
8241,721,Gagi 'B'
8242,721,Gagi 'A'
8243,721,Gagi 'C'
8244,721,R/Dorowa 'B'
8245,721,S/Zamfara 'B'
8246,721,Sarkin Adar Kwanni
8247,721,S/A/K/Atiku
8248,721,S/Zamfara 'A'
8249,721,T/Wada 'B'
8250,721,R/Dorowa 'A'
8251,721,T/Wada 'A'
8252,722,Barkeji/Nabaguda
8253,722,Bashire/Maikada
8254,722,Tambuwal/Shinfiri
8255,722,Faga/Alasan
8256,722,Bagida/Lukkingo
8257,722,Romon Sarki
8258,722,Bakaya/Sabon Birni
8259,722,Dogondaji/Sala
8260,722,Jabo/Kagara
8261,722,Sanyinna
8262,722,Saida/Goshe
8263,723,Ruwa-Wuri
8264,723,Salewa
8265,723,Magonho
8266,723,Sakkwai
8267,723,Raka
8268,723,Gidan Madi
8269,723,Kwacce-Huru
8270,723,Tangaza
8271,723,Sutti
8272,723,Kalanjeni
8273,724,Lambar Tureta
8274,724,Gidan Kare/Bimasa
8275,724,Tureta Gari
8276,724,Fura Girke
8277,724,Barayar Giwa
8278,724,Tsamiya
8279,724,Lofa
8280,724,Duma
8281,724,Kuruwa
8282,724,Kwarare
8283,725,Bado/Kasarawa
8284,725,Arkilla
8285,725,Gwamatse
8286,725,Kammata
8287,725,Wamakko
8288,725,Gumbi/Wajake
8289,725,Kalambaina/Girabshi
8290,725,G/Hamidu/G/Kaya
8291,725,Dundaye/Gumburawa
8292,725,G/Bubu/G/Yaro
8293,725,K/kimba/Gedewa
8294,726,Chacho/Marnona
8295,726,Alkammu/Gyelgyel
8296,726,Achida
8297,726,Lahodu/G/Bango
8298,726,Dinawa
8299,726,Kwasare/Sisawa
8300,726,Dankemu
8301,726,Dimbiso
8302,726,Marafa
8303,726,Magarya
8304,726,Kwargaba
8305,727,Birniruwa
8306,727,Bakale
8307,727,Binji
8308,727,Fakka
8309,727,Kilgori
8310,727,Ruggar Iya
8311,727,Bingaje
8312,727,Torankawa
8313,727,Yabo 'B'
8314,727,Yabo 'A'
8315,728,Alim-Gora
8316,728,Ardo Kola
8317,728,Iware
8318,728,Jauro Yinu
8319,728,Lamido Borno
8320,728,Mayo Ranewo
8321,728,Sarkin Dutse
8322,728,Tau
8323,728,Zongon Kombi
8324,728,Sunkani
8325,729,Badakoshi
8326,729,Bali A
8327,729,Bali B
8328,729,Gang Dole
8329,729,Ganglari
8330,729,Gangtiba
8331,729,Gang Mata
8332,729,Kaigama
8333,729,Maihula
8334,729,Suntai
8335,729,Takalafiya
8336,730,Akate
8337,730,Asibiti
8338,730,Fada
8339,730,Gayama
8340,730,Gindin Dutse
8341,730,Gyatta Aure
8342,730,Bikadarko
8343,730,Mararraba
8344,730,Nyita
8345,730,Suntai
8346,731,Gulumjina
8347,731,Gangami
8348,731,Garbabi
8349,731,Gashaka
8350,731,Gayam
8351,731,Jamtari
8352,731,Mai-Idanu
8353,731,Mayo Selbe
8354,731,"Serti ""A"""
8355,731,"Serti ""B"""
8356,732,Gassol
8357,732,Gunduma
8358,732,Mutum Biyu I
8359,732,Mutum Biyu II
8360,732,Nam Nai
8361,732,Sabon Gida
8362,732,Sarkin Shira
8363,732,Sendirde
8364,732,Tua
8365,732,Wurojam
8366,732,Wuryo
8367,732,Yarima
8368,733,Ibi Nwonyo II
8369,733,Ibi Rimi Uku II
8370,733,Ibi Nwonyo I
8371,733,Ibi Rimi Uku I
8372,733,Sarkin Kudu I
8373,733,Sarkin Kudu II
8374,733,Sarkin Kudu III
8375,733,Dampar III
8376,733,Dampar I
8377,733,Dampar II
8378,734,Kachalla Sembe
8379,734,Sarkin Dawaki
8380,734,Turaki 'A'
8381,734,Turaki 'B'
8382,734,Mayo Goi
8383,734,Sintali
8384,734,Majidadi
8385,734,Barade
8386,734,Abbare Yelwa
8387,734,Kona
8388,735,Amar
8389,735,Andamin
8390,735,Didango
8391,735,Darofai
8392,735,Bachama
8393,735,Jen Kaigama
8394,735,Jen Ardido
8395,735,Bikwin
8396,735,Kwanchi
8397,735,"Karim ""A"""
8398,735,"Karim ""B"""
8399,736,Abong
8400,736,Akwento/Boko
8401,736,Ashuku/Eneme
8402,736,Njuwande
8403,736,Bente/Galea
8404,736,Bissaula
8405,736,Didan
8406,736,Nyido/Tosso
8407,736,Ndaforo/Geanda
8408,736,Baissa
8409,737,Lau II
8410,737,Lau I
8411,737,Garin Dogo
8412,737,Jimlari
8413,737,Mayo Lope
8414,737,Abbere II
8415,737,Abbare I
8416,737,Donadda
8417,737,Kunini
8418,737,Garin Magaji
8419,738,Nguroje
8420,738,Magu
8421,738,Kakara
8422,738,Mayo-Ndaga
8423,738,Titong
8424,738,Kabri
8425,738,Warwar
8426,738,Mbamnga
8427,738,Ndum-Yaji
8428,738,Gembu 'B'
8429,738,Gembu 'A'
8430,741,Akwana
8431,741,Kente
8432,741,Chonku
8433,741,Rafin Kada
8434,741,Avyi
8435,741,Hospital
8436,741,Puje
8437,741,Bantaje
8438,741,Tsokundi
8439,741,Jibu
8440,742,Bikassa II
8441,742,Bikassa I
8442,742,Pupule III
8443,742,Sumbu I
8444,742,Sumbu II
8445,742,Nyaja II
8446,742,Pantisawa II
8447,742,Nyaja I
8448,742,Pantisawa I
8449,742,Pupule I
8450,742,Pupule II
8451,743,Zing B
8452,743,Yakoko
8453,743,Monkin A
8454,743,Monkin B
8455,743,Lamma
8456,743,Dinding
8457,743,Zing AII
8458,743,Bitako
8459,743,Zing AI
8460,743,Bubong
8461,740,Kwesati
8462,740,Kpambo
8463,740,Lissam II
8464,740,Lissam I
8465,740,Rufu
8466,740,Lumbu
8467,740,Fikyu
8468,740,Kpambo Puri
8469,740,Bika
8470,740,Jenuwa
8471,740,Kwambai
8472,739,Chanchanji
8473,739,Dutse
8474,739,Manya
8475,739,Tikari
8476,739,Rogo
8477,739,Gahweton
8478,739,Fete
8479,739,Yukuben
8480,739,Bete
8481,739,Shibong
8482,739,Bikashibila
8483,744,Dagona
8484,744,Gwio-Kura
8485,744,Katuzu
8486,744,Lawan Audu/Lawan Al - Wali
8487,744,Lawan Fannami
8488,744,Lawan Musa
8489,744,Sarkin Hausawa
8490,744,Tagali/Sugum
8491,744,Usur/Dawayo
8492,744,Zangon Musa/Zango Umaru
8493,745,Bayamari
8494,745,Damnawa/Juluri
8495,745,Danani
8496,745,Dapchi
8497,745,Garun Dole / Garin Alkali
8498,745,Guba
8499,745,Guji / Metalari
8500,745,Kurnawa
8501,745,Kaliyari
8502,745,Masaba
8503,746,Damakasu
8504,746,Bindigari/Fawari
8505,746,Damaturu Central
8506,746,Gabir/Maduri
8507,746,Kalallawa/Gabai
8508,746,Kukareta/Warsala
8509,746,Maisandari/Waziri Ibrahim Estate
8510,746,Murfa Kalam
8511,746,Nayinawa
8512,746,Njiwaji/Gwange
8513,746,Sasawa/Kabaru
8514,747,Daya/Chana
8515,747,Fika/Anze
8516,747,Gadaka/Shembire
8517,747,Gudi / Dozi / Godo Woli
8518,747,Janga / Boza / Fa. Sawa / T. Nanai
8519,747,Mubi / Fusami / Garin Wayo
8520,747,Ngalda/Dumbulwa
8521,747,Shoye/Garin Aba
8522,747,Turmi / Maluri
8523,747,Zangaya/Mazawaun
8524,748,Gaba Tasha/Aigada/Dumbulwa
8525,748,Mashio
8526,748,Jajere/Banellewa/Babbare
8527,748,Kollere/Kafaje
8528,748,Gudugurka/Marmar I
8529,748,Kayeri
8530,748,Abakire / Ngenlshengele / Shamka
8531,748,Alagarno
8532,748,Borno Kiji/Ngarho/Bebbende
8533,748,Damagum Town
8534,748,Daura/Bulanyiwa/Dubbul/Bauwa
8535,748,Dogon Kuka/Gishiwari/Gununu
8536,748,Fune/Ngelzarma/Milbiyar/Lawan Kalam
8537,749,Asheikri
8538,749,Balle/Gallaba/Meleri
8539,749,Damakarwa/Kusur
8540,749,Dejina/Fukurti
8541,749,Futchimiram
8542,749,Gumsa
8543,749,Hausari
8544,749,Ma'anna/Dagambi
8545,749,Shame Kura / Dilawa
8546,749,Kawuri
8547,749,Zurgu Ngilewa / Borko
8548,750,Bunigari/Lawanti
8549,750,Buniyadi North / South
8550,750,Dadingel
8551,750,Goniri
8552,750,Gotala/Gotumba
8553,750,Gujba
8554,750,Mallam Dunari
8555,750,Mutai
8556,750,Ngurbuwa
8557,750,Wagir
8558,751,Bara
8559,751,Borno Kiji/Tetteba
8560,751,Bularafa
8561,751,Bumsa
8562,751,Dokshi
8563,751,Gabai
8564,751,Gagure
8565,751,Garin Tuwo
8566,751,Gulani
8567,751,Kushimaga
8568,751,Njibulwa
8569,751,Ruhu
8570,752,Buduwa / Saminaka
8571,752,Dumbari
8572,752,Gidgid / Bayam
8573,752,Gorgoram
8574,752,Jaba
8575,752,Jakusko
8576,752,Jawur/Katamma
8577,752,Lafiya Loi-Loi
8578,752,Muguram
8579,752,Zabudum / Dachia
8580,753,Burkati
8581,753,Fajiganari
8582,753,Garin Gawo
8583,753,Gasma
8584,753,Jaji Maji
8585,753,Karasuwa Galu
8586,753,Karauswa Garu Guna
8587,753,Wachakal
8588,753,Waro
8589,753,Yajiri
8590,754,Bogo
8591,754,Damai
8592,754,Dole
8593,754,Falimaram
8594,754,Kom-Komma
8595,754,Kuka-Yasku
8596,754,Lamisu
8597,754,Machina-Kwari
8598,754,Maskandare
8599,754,Taganama
8600,755,Chilariye
8601,755,Dadiso / Chukuriwa
8602,755,Dawasa/G.Baba
8603,755,Dazigau
8604,755,Kukuri/Chiromari
8605,755,Degubi
8606,755,Langawa / Darin
8607,755,Nangere
8608,755,Pakarau Kare-Kare/ Pakarau Fulani
8609,755,Tikau
8610,755,Watinani
8611,756,Bulabulin
8612,756,Bulanguwa
8613,756,Dabule
8614,756,Dumsai/Dogon-Kuka
8615,756,Garbi/Bambori
8616,756,Hausari
8617,756,Maja-Kura
8618,756,Mirba-Kabir/Mirba Sagir
8619,756,Kanuri
8620,756,Nglaiwa
8621,757,Bare-Bare/Bauya/Lalai Dumbulwa
8622,757,Bolewa 'A'
8623,757,Danchuwa/Bula
8624,757,Bolewa 'B'
8625,757,Dogo Nini
8626,757,Dogo Tebo
8627,757,Hausawa
8628,757,Mamudo
8629,757,Ngojin/Alaraba
8630,757,Yerimaram/Garin Daye/Badejo/Nahuta
8631,758,Babangida
8632,758,Barkami / Bulturi
8633,758,Biriri/Churokusko
8634,758,Jumbam
8635,758,Koka/Sungul
8636,758,Koriyel
8637,758,Lantaiwa
8638,758,Mafa
8639,758,Mandadawa
8640,758,Shekau
8641,759,Bultuwa/Mar/Yaro
8642,759,Daratoshia
8643,759,Degaltura/Ngamzai
8644,759,Dekwa
8645,759,Dilala/Kalgi
8646,759,Mairari
8647,759,Ngirabo
8648,759,Mozogun/Kujari
8649,759,Wadi/Kafiya
8650,759,Zajibiri / Dumbal
8651,760,Gumshi
8652,760,Kumagannam
8653,760,Mayori
8654,760,Kajimaram/Sumbar
8655,760,Kaska/Tulotulowa
8656,760,Jebuwa
8657,760,Mai-Malari
8658,760,Alanjirori
8659,760,Yusufari
8660,760,Guya
8661,761,Galadima
8662,761,Barayar-Zaki
8663,761,Waramu
8664,761,Bagega
8665,761,Dan Galadima
8666,761,Magaji
8667,761,Matseri
8668,761,Sabon Birini
8669,761,Wuya
8670,761,Yar'sabaya
8671,762,Dakko
8672,762,Bakura
8673,762,Birnin Tudu
8674,762,Damri
8675,762,Dankadu
8676,762,Dan Manau
8677,762,Yar Kufoji
8678,762,Nasarawa
8679,762,Rini
8680,762,Yar Geda
8681,763,Birnin Magaji
8682,763,Danfami Sabon Birini
8683,763,Gora
8684,763,Gusami Gari
8685,763,Madomawa East
8686,763,Kiyawa
8687,763,Madomawa West
8688,763,Gusami Hayi
8689,763,Nasarawa Godal East
8690,763,Nasarawa Godal West
8691,764,Ruwan Jema
8692,764,Yashi
8693,764,Masama
8694,764,Bukuyyum
8695,764,Zauma
8696,764,Nasarawa
8697,764,Zarummai
8698,764,Kyaram
8699,764,Adabka
8700,764,Gwashi
8701,765,Bingi North
8702,765,Bingi South
8703,765,Bungudu
8704,765,Furfuri/Kwai-Kwai
8705,765,Gada / Karakkai
8706,765,Nahuch
8707,765,Kwatarkwashi
8708,765,Rawayya / Bela
8709,765,Samawa
8710,765,Sankalawa
8711,765,Tofa
8712,766,Bardoki
8713,766,Birnin Magaji
8714,766,Birnin Tudu
8715,766,Falale
8716,766,Felfeldu / Gamo
8717,766,Gayari
8718,766,Gyalange
8719,766,Illelar Awal
8720,766,Magajin Gari
8721,766,Shiyar Rafi
8722,766,Ubandawaki
8723,767,Galadima
8724,767,Madawaki
8725,767,Mada
8726,767,Magami
8727,767,Mayana
8728,767,Rijiya
8729,767,Ruwan Bore
8730,767,Tudun Wada
8731,767,Sabon Gari
8732,767,Wanke
8733,767,Wonaka
8734,768,Banga
8735,768,Dan-Isa
8736,768,Gabake
8737,768,Gladima Dan Galadima
8738,768,Kagara
8739,768,Kungurki
8740,768,Kurya Madaro
8741,768,Kyam Barawa
8742,768,Sakajiki
8743,768,S/Baura/S/Mafara
8744,768,Yankaba
8745,769,Birnin Kaya / Dosara
8746,769,Damaga / Damagiwa
8747,769,Faru / Magami
8748,769,Gora
8749,769,Gidan Goga
8750,769,Janbako
8751,769,Kaya
8752,769,Maradun North
8753,769,Maradun South
8754,769,Tsibiri
8755,770,Bindin
8756,770,Bingin
8757,770,Dan Gulbi
8758,770,Dan Kurmi
8759,770,Dan Sadau
8760,770,Kanoma
8761,770,Kuyan Bana
8762,770,Maru
8763,770,Mayanchi
8764,770,Ruwan Dorawa
8765,771,Badarawa
8766,771,Chiki
8767,771,Galadi
8768,771,Jangeru
8769,771,Katuru
8770,771,Katuru
8771,771,Kware
8772,771,Shinkafi North
8773,771,Shinkafi South
8774,771,Shanawa
8775,772,Garbadu
8776,772,Gwaram
8777,772,Jangebe
8778,772,Kagara
8779,772,Morai
8780,772,Ruwan Bore
8781,772,Ruwan Gizo
8782,772,Shiyar Galadima
8783,772,Sauna R/ Gora
8784,772,Shiyar Kayaye/Matusgi
8785,772,Take Tsaba/Makera
8786,773,Kwaren Ganuwa
8787,773,Yandoton Daji
8788,773,"Yankuzo ""B"""
8789,773,"Yankuzo ""A"""
8790,773,Danjibga/Kunchin - Kalgo
8791,773,Dauki
8792,773,Keta/Kizara
8793,773,Tsafe
8794,773,Chediya
8795,773,Yan Waren Daji
8796,773,Bilbis
8797,774,Boko
8798,774,Dauran / Birnin-Tsaba
8799,774,Dole
8800,774,Galadima/Yanruwa
8801,774,Kanwa
8802,774,Kwashbawa
8803,774,Mashem
8804,774,Kuturu/Mayasa
8805,774,Rukudawa
8806,774,Yan Buki/ Dutsi
8807,774,Zurmi
